type	sequencing_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	library_id	library_selection	library_strategy	library_layout	library_source_material	library_source_molecule	number_of_bp	number_of_reads	design_description	platform	instrument_model	avg_read_length	coverage	reference_genome_assembly	custom_assembly_fasta_file_for_alignment	sequence_alignment_software	cDNA_read	cDNA_read_size	cDNA_read_offset	cell_barcode_offset	cell_barcode_read	cell_barcode_size	single_cell_entity	dissociation_method	end_bias	total_number_of_input_cells	library_construction_method	library_strand	protocols_link	reverse_transcription_primer	spike_in	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	crdc_id	id	sample.id
sequencing_file	TB-000180-D2WAML-01_RNAseq.tsv	TB-000180-D2WAML-01_RNAseq.tsv	Sequencing	tsv		9425234	75d1ad5e49956140be1fe00d035cb4d1	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-p30-fy20/TB-000180-D2WAML-01_RNAseq.tsv	dg.4DFC/e9f010ec-437f-4168-85e1-0a01df7923ce			TB-000180-D2WAML-01_RNAseq	Random	RNA-Seq	Paired end	Not Reported	Transcriptomic			RNA-Seq of Therapy-related myeloid neoplasms Tumor Sample TB-000180-D2WAML-01	Illumina	Illumina NovaSeq			GRCh38																						00013d10-ef80-54ec-8fc6-f04707a248fb	be08137a-ce3e-5391-950e-f54870bde66f
sequencing_file	TB-000021-R1BBLL-01_WGS_somatic.vcf.gz	TB-000021-R1BBLL-01_WGS_somatic.vcf.gz	Sequencing;Simple Nucleotide Variation	vcf		125285579	0a9f7b6ed083f042d1a0013bf5e4023e	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-p30-fy20/TB-000021-R1BBLL-01_WGS_somatic.vcf.gz	dg.4DFC/29ff6725-11d6-4fd5-81df-73992e64e639			TB-000021-R1BBLL-01_WGS	Random	WGS	Paired end	Not Reported	Genomic			WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000021-R1BBLL-01	Illumina	Illumina NovaSeq			GRCh37																						001d132e-9743-5483-80cf-3902cc656adf	a2f67b82-dd33-5885-9e32-fca198f8b41e
sequencing_file	TB-000013-D1WTLL-01_scRNA_rep2_L001_R1.fastq.gz	TB-000013-D1WTLL-01_scRNA_rep2_L001_R1.fastq.gz	Sequencing	fastq		537884393	5b389403b3ae57ce2a65b4b2a2f99369	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000013-D1WTLL-01_scRNA_rep2_L001_R1.fastq.gz	dg.4DFC/c0b02dae-8fca-43f1-878c-85971ca872ee			TB-000013-D1WTLL-01_scRNA_rep2	PolyA	RNA-Seq	Paired end	Single-cells	Transcriptomic	651425658	25054833	RNA-Seq of T-lymphoblastic leukemia/lymphoma Tumor Sample TB-000013-D1WTLL-01	Illumina	Illumina NovaSeq	26	0.21001616561069	GRCh37																						002936a8-5d02-5f85-8ffc-57efd907189b	3bb53555-8256-5c8c-8323-a3715470d79e
sequencing_file	TB-000225-M1BATR-01_WGS_L001_R2.fastq.gz	TB-000225-M1BATR-01_WGS_L001_R2.fastq.gz	Sequencing	fastq		8987155004	0e42c610b3262ed6fa3248f8db746e44	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000225-M1BATR-01_WGS_L001_R2.fastq.gz	dg.4DFC/d81059ad-014c-431f-9148-5c8c0a48cfc2			TB-000225-M1BATR-01_WGS	Random	WGS	Paired end	Not Reported	Genomic	16029143921	106153271	WGS of Atypical teratoid/rhabdoid tumor Normal Sample TB-000225-M1BATR-01	Illumina	Illumina NovaSeq	151	5.17113505562118	GRCh38																						003b43f0-3561-57c4-8126-d33013aeb2e2	3d5b4b04-775f-59f5-90fa-5309bdd83dcd
sequencing_file	TB-000224-M1BPLL-01_WES_L001_R2.fastq.gz	TB-000224-M1BPLL-01_WES_L001_R2.fastq.gz	Sequencing	fastq		4279108071	2bfc8b3f376db2a1cd653121b21fa26d	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000224-M1BPLL-01_WES_L001_R2.fastq.gz	dg.4DFC/74ec964a-6cb5-410c-bfa4-ba0d0179cd98			TB-000224-M1BPLL-01_WES	Hybrid Selection	WXS	Paired end	Not Reported	Genomic	18882877972	125052172	WXS of B-lymphoblastic leukemia/lymphoma, BCR-ABL1-like Normal Sample TB-000224-M1BPLL-01	Illumina	Illumina NovaSeq	151	6.09177337936925	GRCh38																						003f1840-d9c8-53ad-a5fa-4de7030e1422	93aaca6d-9e67-52c7-82ff-e19cc725db6e
sequencing_file	TB-000127-M1BPLL-01_WGS.bam.bai	TB-000127-M1BPLL-01_WGS.bam.bai	Sequencing	bai		8940368	741d24ebe04da43dae1661b0e1b551cf	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000127-M1BPLL-01_WGS.bam.bai	dg.4DFC/8e4943f7-c213-48e9-a195-5f326ec5a32d			TB-000127-M1BPLL-01_WGS	Random	WGS	Paired end	Not Reported	Genomic			WGS of B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1 Normal Sample TB-000127-M1BPLL-01	Illumina	Illumina NovaSeq			GRCh38																						004b0ad8-112c-5ba3-a4ec-4fefaf0c48ff	bc4f6fea-e46c-5ea1-99f4-326754229dc9
sequencing_file	TB-000120-M1BBLL-01_WES_germline.gvcf.gz	TB-000120-M1BBLL-01_WES_germline.gvcf.gz	Sequencing;Simple Nucleotide Variation	vcf		178729955	26e82398c64c9b175c6564bfd4caeda7	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-p30-fy20/TB-000120-M1BBLL-01_WES_germline.gvcf.gz	dg.4DFC/1e16a57c-6965-4442-bbd4-fbe81f13fdde			TB-000120-M1BBLL-01_WES	Hybrid Selection	WXS	Paired end	Not Reported	Genomic			WXS of B-lymphoblastic leukemia/lymphoma, NOS Normal Sample TB-000120-M1BBLL-01	Illumina	Illumina NovaSeq			GRCh38																						004fdfde-ba0b-5e70-8e59-705645ca962f	0ee684f0-ee4d-5597-ba09-2acb4da789e0
sequencing_file	TB-000172-D1WBLL-01_WGS.bam.bai	TB-000172-D1WBLL-01_WGS.bam.bai	Sequencing	bai		8937696	1cf3aa88e0c839392d52b1b431a8970c	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000172-D1WBLL-01_WGS.bam.bai	dg.4DFC/6f49316c-ea36-4f4f-8cc9-3fd8ff1bc12d			TB-000172-D1WBLL-01_WGS	Random	WGS	Paired end	Not Reported	Genomic			WGS of B-lymphoblastic leukemia/lymphoma, NOS Tumor Sample TB-000172-D1WBLL-01	Illumina	Illumina NovaSeq			GRCh38																						006e7715-6b5b-5024-b539-7c4e2d9f0f6a	e1ad9972-5fd3-5783-a80a-2ef64ca055d0
sequencing_file	TB-000014-D1WAML-01_WGS_L002_R1.fastq.gz	TB-000014-D1WAML-01_WGS_L002_R1.fastq.gz	Sequencing	fastq		8202089930	eb72891896445e8d8912eaf1d6de1027	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000014-D1WAML-01_WGS_L002_R1.fastq.gz	dg.4DFC/c20941aa-69a0-4646-b11f-a0ebc29ca298			TB-000014-D1WAML-01_WGS	Random	WGS	Paired end	Not Reported	Genomic	15488069547	102569997	WGS of Acute myeloid leukemia with mutated NPM1 Tumor Sample TB-000014-D1WAML-01	Illumina	Illumina NovaSeq	151	4.99657996541302	GRCh38																						006f0baa-949c-5dd8-bf70-22dabe2a152a	fb08429d-7836-5f65-980c-cb9646b28637
sequencing_file	TB-000158-D1TEWG-01_WES_L001_R2.fastq.gz	TB-000158-D1TEWG-01_WES_L001_R2.fastq.gz	Sequencing	fastq		4257991131	dc8c51cc9b6626a3eedfe2c5470dd059	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000158-D1TEWG-01_WES_L001_R2.fastq.gz	dg.4DFC/39c79dc4-9a0d-4e18-801d-082fa850ed16			TB-000158-D1TEWG-01_WES	Hybrid Selection	WXS	Paired end	Not Reported	Genomic	17937338924	118790324	WXS of Ewing sarcoma Tumor Sample TB-000158-D1TEWG-01	Illumina	Illumina NovaSeq	151	5.78673462360852	GRCh38																						00807721-de5f-5545-98ab-2cd1c2226baa	8952a62d-f035-565f-b7a2-21c7d39ab105
sequencing_file	TB-000164-M1BBLL-01_WGS_L002_R2.fastq.gz	TB-000164-M1BBLL-01_WGS_L002_R2.fastq.gz	Sequencing	fastq		6334375352	12bc7e96302e387664bf13cb3dd23d05	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000164-M1BBLL-01_WGS_L002_R2.fastq.gz	dg.4DFC/3083949a-e592-4456-9c22-ebfe9bb58358			TB-000164-M1BBLL-01_WGS	Random	WGS	Paired end	Not Reported	Genomic	11512445209	76241359	WGS of B-lymphoblastic leukemia/lymphoma, NOS Normal Sample TB-000164-M1BBLL-01	Illumina	Illumina NovaSeq	151	3.71401051045426	GRCh38																						009de34e-d67e-5ed7-92f6-be5a43bb620e	bdbada27-00b1-5961-b3aa-0e26a84d99b4
sequencing_file	TB-000073-M1WAML-01_WGS_L002_R2.fastq.gz	TB-000073-M1WAML-01_WGS_L002_R2.fastq.gz	Sequencing	fastq		8169639861	44930d5f42c17b3cb9fb3a48cbe1ac26	Sample	Controlled	['phs002529.c1']	['/programs/phs002529.c1']	s3://cds-252-phs002529-sequencefiles-p30-fy20/TB-000073-M1WAML-01_WGS_L002_R2.fastq.gz	dg.4DFC/714a3ba4-acde-4ed2-abd6-7e8e657b48e1			TB-000073-M1WAML-01_WGS	Random	WGS	Paired end	Not Reported	Genomic	14871802156	98488756	WGS of Acute myeloid leukemia with mutated NPM1 Normal Sample TB-000073-M1WAML-01	Illumina	Illumina NovaSeq	151	4.79776698295167	GRCh38																						00a48d01-c2b0-5b0c-b467-8debb82fc880	c5681523-49b7-52cf-82e4-2bc52fe74800
