file_id	file_name	file_type	md5sum	file_url_in_cds	experimental_strategy_and_data_subtypes	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id
dg.4DFC/6f051708-c272-457d-a5cd-ea77901a81fa	TB-000001-D1WBLL-01_RNAseq_L001_R1.fastq.gz	FASTQ	25bb2b0422adcaaf5178f3065edb652e	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_RNAseq_L001_R1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/0a1a5c42-9a4b-4f27-8d65-20d20cfdb644	TB-000001-D1WBLL-01_RNAseq_L001_R2.fastq.gz	FASTQ	7322e41c286d14b9a50a7ab6cef0270b	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_RNAseq_L001_R2.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/0473adf5-7c3e-400a-acdd-b4c96922bae3	TB-000001-D1WBLL-01_WES_L001_I1.fastq.gz	FASTQ	62f4f6c865467386567230fbc04e414b	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_WES_L001_I1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/58d5e171-e74f-4ff9-bf29-97f6ebe13672	TB-000001-D1WBLL-01_WES_L001_R1.fastq.gz	FASTQ	ddf4fc4049cbccd17f51fb8cfe159783	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_WES_L001_R1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/e1f8ff0f-0f86-48c9-8796-49a6b1ea14ef	TB-000001-D1WBLL-01_WES_L001_R2.fastq.gz	FASTQ	8a9a8ac21bd83dcbe0eb059d1a3c2a35	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_WES_L001_R2.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/b0cca556-c7a8-4477-b9d1-8298d1d84892	TB-000001-D1WBLL-01_WGS_L001_R1.fastq.gz	FASTQ	b31583adcbba64019e6e77e72496492d	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_WGS_L001_R1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/9e99de29-7a41-4e25-8c43-665bc52f6da5	TB-000001-D1WBLL-01_WGS_L001_R2.fastq.gz	FASTQ	66261a8722a5aed226cc49452c4b797d	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_WGS_L001_R2.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/2913f422-5ed5-4fe3-9b9b-ac4c1353a110	TB-000001-D1WBLL-01_scATAC_L001_I1.fastq.gz	FASTQ	6c79088622fd0e84eff464bfcdf07ef8	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_scATAC_L001_I1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/07a819a8-ea93-452c-b19b-66fe7c2d6196	TB-000001-D1WBLL-01_scATAC_L001_I2.fastq.gz	FASTQ	e639f96f578537fdb0aa35b17d81e7b8	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_scATAC_L001_I2.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
dg.4DFC/b77cb82a-2825-476e-82a9-abc0646374de	TB-000001-D1WBLL-01_scATAC_L001_R1.fastq.gz	FASTQ	b814112dee2af64f868eafb591363cd3	s3://cds-252-phs002529.v1.p1-sequencefiles-p30-fy20/TB-000001-D1WBLL-01_scATAC_L001_R1.fastq.gz	WGS|WXS|RNA-Seq	phs002529.v1.p1	file	TB-000001-D1WBLL-01_Bone Marrow	phs002529	phs002529_TB-000001
