type	sequencing_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	library_id	library_selection	library_strategy	library_layout	library_source_material	library_source_molecule	number_of_bp	number_of_reads	design_description	platform	instrument_model	avg_read_length	coverage	reference_genome_assembly	custom_assembly_fasta_file_for_alignment	sequence_alignment_software	cDNA_read	cDNA_read_size	cDNA_read_offset	cell_barcode_offset	cell_barcode_read	cell_barcode_size	single_cell_entity	dissociation_method	end_bias	total_number_of_input_cells	library_construction_method	library_strand	protocols_link	reverse_transcription_primer	spike_in	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	crdc_id	id	sample.id
sequencing_file	T_ALL_PAVVVK_ADT_S2_L001_R2_001.PAVVVK	T_ALL_PAVVVK_ADT_S2_L001_R2_001.fastq.gz	Sequencing	fastq		784649179	dd4c11af17ac18e1a4b98fcd05a63569	Sample	Controlled	['phs003432.c1']	['/programs/phs003432.c1']	s3://cds-427-phs003432/T_ALL_PAVVVK_ADT_S2_L001_R2_001.fastq.gz	dg.4DFC/86be79dc-f5af-47bd-81c0-b7d345553fb7			T_ALL_PAVVVK_ADT	PolyA	RNA-Seq	Paired end	Single-cells	Transcriptomic	120	350000000	Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									0031d813-9a01-5f85-86ee-199390387b55	9c283d3d-95dd-5897-af7c-961b0d7e70bf
sequencing_file	Full_CITE_seq_40_TALL.PAUMXB	Full_CITE_seq_40_TALL.rds	Sequencing	rds	Full CITE-seq Seurat object for all T-ALL cases	7321253724	756e0a7b1c6256619bedffb845903c33	Sample	Open	['*']	['/open']	s3://cds-427-phs003432/Full_CITE_seq_40_TALL.rds	dg.4DFC/50dfed5f-b24c-4f74-b2db-0b649db7ffaa			Full_CITE_seq_40_TALL	PolyA	RNA-Seq	Paired end	Single-cells	Transcriptomic			Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									004d9ade-17ca-5e84-9a6f-adea1470c3bf	5b6dd12a-9779-5175-9e9b-f71f457c4fcf
sequencing_file	T_ALL_PAVLKA_scATAC_matrix.PAVLKA	T_ALL_PAVLKA_scATAC_matrix.mtx.gz	Sequencing	txt		81248989	c3ff18d9d8f06a3f0395f6b5be4db2d2	Sample	Open	['*']	['/open']	s3://cds-427-phs003432/T_ALL_PAVLKA_scATAC_matrix.mtx.gz	dg.4DFC/fd105bc6-b809-4343-b4a9-fbe750af056d			T_ALL_PAVLKA_scATAC	Not Applicable	ATAC-seq	Paired end	Single-cells	Genomic			Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									004f8581-2785-5ebd-9879-6806d5009414	9916af8f-2456-58f6-8f43-f700936517fd
sequencing_file	T_ALL_PAUKIZ_scATAC_features.PAUKIZ	T_ALL_PAUKIZ_scATAC_features.txt.gz	Sequencing	txt		1142226	42d99e769158706520c8b12459cf19d6	Sample	Open	['*']	['/open']	s3://cds-427-phs003432/T_ALL_PAUKIZ_scATAC_features.txt.gz	dg.4DFC/5bafd271-c4ba-4a3f-b191-2538045c6a64			T_ALL_PAUKIZ_scATAC	Not Applicable	ATAC-seq	Paired end	Single-cells	Genomic			Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									009f34bb-7ad9-51de-86d3-b5e748b478fd	d15b3f5b-0c02-579c-9201-d22619cae60c
sequencing_file	T_ALL_PAVTXP_scATAC_features.PAVTXP	T_ALL_PAVTXP_scATAC_features.txt.gz	Sequencing	txt		1158415	871b4eaecd3d864f1c852eb147525394	Sample	Open	['*']	['/open']	s3://cds-427-phs003432/T_ALL_PAVTXP_scATAC_features.txt.gz	dg.4DFC/95900700-32a1-4119-9e11-822c3ba3fbeb			T_ALL_PAVTXP_scATAC	Not Applicable	ATAC-seq	Paired end	Single-cells	Genomic			Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00a0d793-dd8f-5aee-9d9b-6dd392bf6a85	85e1b0f7-7be8-5aa5-96db-bf00f98aa38c
sequencing_file	T_ALL_PAUMXB_scATAC_S1_L002_R1_001.PAUMXB	T_ALL_PAUMXB_scATAC_S1_L002_R1_001.fastq.gz	Sequencing	fastq		6306949508	799408752515acafc7bcc7dbe1a0720d	Sample	Controlled	['phs003432.c1']	['/programs/phs003432.c1']	s3://cds-427-phs003432/T_ALL_PAUMXB_scATAC_S1_L002_R1_001.fastq.gz	dg.4DFC/a96ae8b8-5ce4-42ca-9d9d-cb0f68442e06			T_ALL_PAUMXB_scATAC	Not Applicable	ATAC-seq	Paired end	Single-cells	Genomic	120	350000000	Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00b6ce2b-7a8d-5557-9326-f35859e73ec0	5b6dd12a-9779-5175-9e9b-f71f457c4fcf
sequencing_file	T_ALL_PAUMXB_scRNA_S3_L002_R1_001.PAUMXB	T_ALL_PAUMXB_scRNA_S3_L002_R1_001.fastq.gz	Sequencing	fastq		2544172200	d2669a3df69731e747e72e89fbbe0c80	Sample	Controlled	['phs003432.c1']	['/programs/phs003432.c1']	s3://cds-427-phs003432/T_ALL_PAUMXB_scRNA_S3_L002_R1_001.fastq.gz	dg.4DFC/e552c6d8-7a28-4798-88f9-1da436fd8ecb			T_ALL_PAUMXB_scRNA	PolyA	RNA-Seq	Paired end	Single-cells	Transcriptomic	120	350000000	Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00c7d36e-fcf4-5452-aa26-bb20cf42e69e	5b6dd12a-9779-5175-9e9b-f71f457c4fcf
sequencing_file	Full_CITE_seq_40_TALL.PAUMAV	Full_CITE_seq_40_TALL.rds	Sequencing	rds	Full CITE-seq Seurat object for all T-ALL cases	7321253724	756e0a7b1c6256619bedffb845903c33	Sample	Open	['*']	['/open']	s3://cds-427-phs003432/Full_CITE_seq_40_TALL.rds	dg.4DFC/50dfed5f-b24c-4f74-b2db-0b649db7ffaa			Full_CITE_seq_40_TALL	PolyA	RNA-Seq	Paired end	Single-cells	Transcriptomic			Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00e722f6-43bb-5e7f-a206-02338291ff0b	1c0d2498-f275-59ad-ad4d-c285cef11d04
sequencing_file	T_ALL_PDXPool4_ADT_S1_L002_I1_001.PAVVVF.PDX.sample	T_ALL_PDXPool4_ADT_S1_L002_I1_001.fastq.gz	Sequencing	fastq		480210405	c2966d170c58771d59ea4b0a29a97012	Sample	Controlled	['phs003432.c1']	['/programs/phs003432.c1']	s3://cds-427-phs003432/T_ALL_PDXPool4_ADT_S1_L002_I1_001.fastq.gz	dg.4DFC/244c18b6-a2ce-4d16-9d5b-684c9de8497e			PDX_Pool4_ADT	Not Applicable	RNA-Seq	Paired end	Single-cells	Genomic	120	350000000	Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00ed9673-1d95-5d19-ad8e-cc95132c15da	70ce728c-768d-50d2-8340-55e09fede70b
sequencing_file	T_ALL_PAUUZY_scATAC_S4_L001_R1_001.PAUUZY	T_ALL_PAUUZY_scATAC_S4_L001_R1_001.fastq.gz	Sequencing	fastq		6446118295	c5731a13f722f36842d7a23afdbef616	Sample	Controlled	['phs003432.c1']	['/programs/phs003432.c1']	s3://cds-427-phs003432/T_ALL_PAUUZY_scATAC_S4_L001_R1_001.fastq.gz	dg.4DFC/bfc9f6f2-3787-453e-8166-4dce7ecda32d			T_ALL_PAUUZY_scATAC	Not Applicable	ATAC-seq	Paired end	Single-cells	Genomic	120	350000000	Single cell RNA-sequencing and single cell ATAC-sequencing	Illumina	Illumina NovaSeq 6000																									00f2bbe2-6d1b-5e67-9721-1bad1a1caaae	776895ff-6b0d-505b-a095-d045365a1eb3
