type	sequencing_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	library_id	library_selection	library_strategy	library_layout	library_source_material	library_source_molecule	number_of_bp	number_of_reads	design_description	platform	instrument_model	avg_read_length	coverage	reference_genome_assembly	custom_assembly_fasta_file_for_alignment	sequence_alignment_software	cDNA_read	cDNA_read_size	cDNA_read_offset	cell_barcode_offset	cell_barcode_read	cell_barcode_size	single_cell_entity	dissociation_method	end_bias	total_number_of_input_cells	library_construction_method	library_strand	protocols_link	reverse_transcription_primer	spike_in	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	crdc_id	id	sample.id
sequencing_file	IID_H211880_T01_01_WG01_subclones.txt	IID_H211880_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	71656	e3f11b44f1e6734b7d1de51df9340b14	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211880_T01_01_WG01_subclones.txt	dg.4DFC/bd55b1a9-93f8-4980-90a0-874636fc42c7			IID_H211880_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						35990914-a56d-599a-a513-64a66c0c700c	a3e052f3-6780-52f6-b9c7-87b70567e0cf
sequencing_file	IID_H211881_T01_01_WG01_subclones.txt	IID_H211881_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	11061	6fbb5a38b6ace77c4fe59d466ac51cd1	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211881_T01_01_WG01_subclones.txt	dg.4DFC/15ec5683-e5a3-49bc-bfc0-b2a280a77609			IID_H211881_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						306cfb6a-b710-5bda-a32b-16133c6b68e6	24da95dc-46c5-5f87-97c7-22b07beca1d8
sequencing_file	IID_H211882_T01_01_WG01_subclones.txt	IID_H211882_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	148387	496bbed4fd0a7a08a258677d81740c62	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211882_T01_01_WG01_subclones.txt	dg.4DFC/09f551bf-1515-4fd4-812e-0be9f25d15ad			IID_H211882_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						5af7d946-d07c-5b45-9d91-46c647ac07db	c024cc45-5846-5993-b39c-14af9227c706
sequencing_file	IID_H211883_T01_01_WG01_subclones.txt	IID_H211883_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	10831	6bd5bcfb25cc76f310ae1d7ff7a02f40	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211883_T01_01_WG01_subclones.txt	dg.4DFC/d2c2e9ef-aee4-46e4-aad0-cc00e464087f			IID_H211883_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						ba968b4d-57e1-5882-afda-e42a9a3cf84f	60c9c5e4-2231-52fb-b5aa-933eb5e803f3
sequencing_file	IID_H211884_T01_01_WG01_subclones.txt	IID_H211884_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	15084	b936df33de855c277b90a73000794cc5	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211884_T01_01_WG01_subclones.txt	dg.4DFC/ee1b5c44-e1bd-45a4-9f4c-b34616654956			IID_H211884_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						7552f587-f717-527a-9705-47d778c19a77	564060e0-1b66-58db-ac81-0c953bb31ca5
sequencing_file	IID_H211885_T01_01_WG01_subclones.txt	IID_H211885_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	61217	2318da1b5baef2ab80c5177cb1e1b86a	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211885_T01_01_WG01_subclones.txt	dg.4DFC/b496b906-24f4-4c9b-8e71-57a7f87ca21c			IID_H211885_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						423dd09f-7e78-535a-8d43-e5ebab191789	be950284-976f-5d9a-b502-4439e64939e1
sequencing_file	IID_H211886_T01_01_WG01_subclones.txt	IID_H211886_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	14881	6fe9fced5ae76dce827a4f5ca521a394	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211886_T01_01_WG01_subclones.txt	dg.4DFC/b717493a-1625-4e19-a7cc-2bbbe345adef			IID_H211886_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						70a10381-c40d-5752-bc15-2e978d005b39	6bb712ce-7b02-5f28-9b4b-8edabe7abd49
sequencing_file	IID_H211887_T01_01_WG01_subclones.txt	IID_H211887_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	31716	b805c9678bcf4603b10c5f21a1634ff3	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211887_T01_01_WG01_subclones.txt	dg.4DFC/30df072e-1d7b-4d6e-800d-653eb22a4e77			IID_H211887_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						a0af8bc2-bd4b-5434-beb5-cef8b6059d5b	ad22241e-abb1-528a-8c9e-3e1af899b976
sequencing_file	IID_H211888_T01_01_WG01_subclones.txt	IID_H211888_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	13160	2c655289c1d55e5a31bcc8103bdb24b4	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211888_T01_01_WG01_subclones.txt	dg.4DFC/d94461bb-9353-4789-a243-dec41aec4647			IID_H211888_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						32a2153f-45cb-5054-b200-20a8176cf67e	025fa784-f15e-580f-b43f-52dc82625e56
sequencing_file	IID_H211889_T01_01_WG01_subclones.txt	IID_H211889_T01_01_WG01_subclones.txt	Copy Number Variation	txt	for somatic CNAs	15473	a26f596d53fd7ab2b79722d3599b00a9	Sample	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/IID_H211889_T01_01_WG01_subclones.txt	dg.4DFC/86c879bc-aeea-471e-abe0-1f8cf11fde36			IID_H211889_T01_01_WG01	Other	WGS	Paired end	Bulk Cells	Genomic			Tumor DNA were extracted from fresh frozen or OCT tumor biopsies and mathced normal DNA from buffy coat, bone marrow or peripheral bone marrow cells using the DNeasy Blood and Tissue Kit (Qaigen catalog #69504). After PicoGreen quantification and quality control by Agilent BioAnalyzer, 500ng of genomic DNA were sheared using a LE220-plus Focused-ultrasonicator and WGS sequencing libraries were prepared PCR-free using the KAPA Hyper Prep Kit (Kapa Biosystems. KK8504). Samples were run on Illumina HiSeq2000, HiSeq 2500, HiSeq X or NovaSeq 6000 machines.	Illumina	Illumina HiSeq 2000			GRCh37																						9c742978-2cef-5685-bced-f6bb681be0e2	ad24d0a7-9aca-58ab-9092-501cfdf4210c
