type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	2969326_dbGaP	dbGaP	2969326				bf6399b8-2923-528e-b1c4-0f358d798783		8dbd0c45-ecf3-5f52-bdbd-ab470cb7211e	
synonym	811710_dbGaP	dbGaP	811710				b8268dd4-9dfa-5829-bd8b-1f8640b71305		f916d6dd-b797-58b5-81f5-a8ce3a20f549	
synonym	2172282_dbGaP	dbGaP	2172282				a9f34e41-0f43-576e-9071-0eb4868be5b5		6770dd78-f459-5621-a9e8-80694873a7c2	
synonym	SAMN07525319_BioSample	BioSample	SAMN07525319				32adec37-84b8-56f7-8e3d-b8105d3ea83a			3a083803-11d6-5381-af74-3276b17ea416
synonym	SAMN07525262_BioSample	BioSample	SAMN07525262				3099d437-33b3-5c0a-a3fa-05b78f2a3651			138a8960-2755-59eb-b8e6-f309cbd3340f
synonym	SAMN07525329_BioSample	BioSample	SAMN07525329				e45bc687-f2bb-5887-ae28-13324b47fcaa			13813e1c-57d7-52d2-9a7e-e1c33092700a
synonym	SAMN11834686_BioSample	BioSample	SAMN11834686				2f232ed6-ca95-5f1d-b9a8-f09da340fb28			2415d17d-361c-5a6e-b494-e85c763f5d02
synonym	2172272_dbGaP	dbGaP	2172272				790daf62-1565-5b54-b473-9a1ce04ccd54		f04a0843-9c6e-5061-ad00-64a070c3d0e3	
synonym	811730_dbGaP	dbGaP	811730				af162746-efc0-529f-ba5f-371715fdb8f8		77101da4-275f-523d-9e8f-53189be45586	
synonym	2969323_dbGaP	dbGaP	2969323				2751e66b-e3ab-5042-8439-0d1df68ae6da		b61a0213-c5d4-568f-85c7-ab5f74c3a5e6	
synonym	SAMN07525281_BioSample	BioSample	SAMN07525281				9bd47a0c-c859-50a6-b770-c54f306bd220			7f241eef-e04b-5df6-9ac7-3b0431182d65
synonym	SAMN07525107_BioSample	BioSample	SAMN07525107				3f51139e-18f2-537e-b357-ac9afbc0c14f			972850ec-2795-52eb-a389-f1f78ef794ab
synonym	2172275_dbGaP	dbGaP	2172275				b4fc65c9-02e5-5dfa-88a2-f4a3c768a3f4		115d650d-77ee-5426-a07c-22daf1381f59	
synonym	SAMN07525132_BioSample	BioSample	SAMN07525132				440aeb3f-eb9a-5983-8766-84e340460b18			6a033104-7919-5559-b0c0-f332320f8d73
synonym	2969306_dbGaP	dbGaP	2969306				36821c15-2323-5449-ae24-e74ae4476c47		7b8021a1-fa38-5c53-8b35-1b84f9cb76b6	
synonym	2172164_dbGaP	dbGaP	2172164				4bf74a5b-82af-5c56-b467-ae6edc956f48		6a37b6f6-6f15-5980-963f-91a6e8f9ff2b	
synonym	2172251_dbGaP	dbGaP	2172251				20f309b3-449f-53bd-b239-1ee03e3bad49		1032976f-9e36-5bd5-889b-d0a2372eceb8	
synonym	2172179_dbGaP	dbGaP	2172179				6ab5c4f8-25a9-58f6-b9d0-eba7c010525d		f0d6c1b3-fcca-5134-a2df-140ef97bd903	
synonym	2172170_dbGaP	dbGaP	2172170				7648b6e3-8430-587f-b139-f74bccc66866		59af30d7-fefe-546c-8ce6-67d68734b038	
synonym	811816_dbGaP	dbGaP	811816				9c0567b4-5481-5c01-94a2-4a29d2524fac		27258f7f-4b51-56a0-8480-d7458833e61c	
synonym	2172239_dbGaP	dbGaP	2172239				46b754cc-16e4-5353-8fac-0f37b99afb14		d6dd2ab2-ac2e-5126-ac87-55e944ae709e	
synonym	SAMN07525192_BioSample	BioSample	SAMN07525192				bed607fa-eaea-5cf7-ac44-8756bef2de6c			b0382237-bf51-5d60-9694-5f3c0408f39b
synonym	3024131_dbGaP	dbGaP	3024131				d8f052f0-a3bc-5319-8c7a-249843416957		469f5574-8878-5b00-ad51-4a6156954dc4	
synonym	SAMN07525128_BioSample	BioSample	SAMN07525128				582365da-8458-5390-99e5-6f6554f48e9e			373d8f2b-6c91-54b0-a65d-e10c2289039f
synonym	SAMN07525336_BioSample	BioSample	SAMN07525336				c518828f-ee20-5158-8c1a-5c032fcf018a			5597d35c-6b46-5ee5-9124-b4adf9a18a6f
synonym	2969320_dbGaP	dbGaP	2969320				e7e5af14-e6c2-5ad2-9161-1e4500088de5		04967dfc-5f94-50ff-afe9-b219c8979e1c	
synonym	2172216_dbGaP	dbGaP	2172216				4f62e03e-2c0a-5fc3-aa11-4a4277f44995		884ceebf-e74b-53ee-a4bf-168a00eeceea	
synonym	SAMN11834724_BioSample	BioSample	SAMN11834724				2e2c75e9-9d99-5ecd-ab25-be6f922b6c25			bfcd601c-f6d0-507f-85f6-514ff82c02e9
synonym	SAMN07525201_BioSample	BioSample	SAMN07525201				0bcb40b0-0ce0-5dd6-9819-75a4438e36ee			d6bb8bda-7dba-52e6-8edd-9d0836b72f45
synonym	2172324_dbGaP	dbGaP	2172324				7534af52-4d67-58f3-9ab7-fc3632c83863		69fcecd5-707b-55b6-98c5-87b8de67ffd8	
synonym	2172318_dbGaP	dbGaP	2172318				801ce6e4-9c5d-5c9a-9b5a-4b73f1b7036e		3592a0a7-6463-5f44-984d-144ca712ad05	
synonym	SAMN07525144_BioSample	BioSample	SAMN07525144				45f936a6-7a3a-51bc-b7aa-32e784f88827			7c9290e2-d819-592c-a3f5-94bce304f86a
synonym	2172255_dbGaP	dbGaP	2172255				91663db2-af3b-5cdd-bad3-8ac1fa3cb095		d4aa16c9-f96c-5020-abe1-f8efeae230c9	
synonym	2172261_dbGaP	dbGaP	2172261				dc2480a6-c16a-5e9e-9b66-68997918cca8		4d469c77-c233-5ea9-8b4b-625a4c81fa85	
