file_id	file_name	file_type	file_size	md5sum	file_url_in_cds	experimental_strategy_and_data_subtypes	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id
dg.4DFC/b4f8a459-ee33-46de-85ec-0c443e630f45	IGM_PBBWPZ-0DUXOE_20240306.clinical_report.json	JSON	3013	94f54c29c95e4dd6cf687f5c1e1736ae	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBBWPZ/archer_fusion/IGM_PBBWPZ-0DUXOE_20240306.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBBWPZ
dg.4DFC/2e25da62-4990-40ba-bf72-56fc53a9ffd1	IGM_PBBWPZ-0DUXOW_20240307.clinical_report.json	JSON	5323	658a90cb0f2f92106aaa2e8d0c9d5139	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBBWPZ/tumor_normal_exome/IGM_PBBWPZ-0DUXOW_20240307.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBBWPZ
dg.4DFC/7795e89d-afc8-402a-9221-61d6b8313e55	IGM_PBBYIM-0DUXOF_20240306.clinical_report.json	JSON	3076	312a77f09d10ba7cec7653b3be7841bc	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBBYIM/archer_fusion/IGM_PBBYIM-0DUXOF_20240306.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBBYIM
dg.4DFC/be2a888f-ac4b-425f-a170-2da917b55648	IGM_PBBYIM-0DUXOX_20240306.clinical_report.json	JSON	3485	0cf125d59a91213e452cd6e6d0c13f78	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBBYIM/tumor_normal_exome/IGM_PBBYIM-0DUXOX_20240306.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBBYIM
dg.4DFC/6ed7700d-38fe-49db-95f1-911d2fe95097	IGM_PBCEHT-0DV7GP_20240312.clinical_report.json	JSON	846	a4c346fc0a101dd42cde2a05d94deb6e	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCEHT/archer_fusion/IGM_PBCEHT-0DV7GP_20240312.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCEHT
dg.4DFC/802155a1-87bf-465e-906c-d3371ab13edb	IGM_PBCEHT-0DV7GW_20240314.clinical_report.json	JSON	3067	4b37f65abba27ea310912e192936edd7	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCEHT/tumor_normal_exome/IGM_PBCEHT-0DV7GW_20240314.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCEHT
dg.4DFC/2061d71c-2887-4f6e-8dab-30ccb462800f	IGM_PBCGAB-0DVDT7_20240321.clinical_report.json	JSON	828	31c72d8a34392488e83d6ebebddfa0fe	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCGAB/archer_fusion/IGM_PBCGAB-0DVDT7_20240321.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCGAB
dg.4DFC/00325273-a8c0-4098-b2b7-8e490f28dd71	IGM_PBCGRK-0DV99L_20240314.clinical_report.json	JSON	525	017eb698faaa17da6e50466c8768ddcc	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCGRK/archer_fusion/IGM_PBCGRK-0DV99L_20240314.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCGRK
dg.4DFC/9e264da3-f03a-43b9-b05d-d5d1a966b109	IGM_PBCGRK-0DV990_20240315.clinical_report.json	JSON	2734	71b9abafa315f10ac552bdb0a764e1ed	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCGRK/tumor_normal_exome/IGM_PBCGRK-0DV990_20240315.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCGRK
dg.4DFC/2e821b1a-7ccb-4a05-b018-9ee1452b4a11	IGM_PBCHAJ-0DV143_20240308.clinical_report.json	JSON	3886	4b4540b476bb85f97dbcce84942d3385	s3://cds-305-phs002790-production-ccdi-ctsmc/2024_03_25_Release/PBCHAJ/archer_fusion/IGM_PBCHAJ-0DV143_20240308.clinical_report.json	WXS|Archer Fusion|Methylation Array	phs002790.v7.p1	file		phs002790	phs002790_PBCHAJ
