type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	PALLPS_USI	USI	PALLPS	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	4324fe22-139a-575b-bb89-b0e01685b784		7e11c14f-39e9-5a58-941a-6bf6af98945b	
synonym	PALWBI_USI	USI	PALWBI	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	df30ea9e-e877-5b1b-b243-9fc6a539676a		518b22a8-8c49-5a3f-999d-0de1ea81f33c	
synonym	PAMMCP_PCDC	PCDC	PAMMCP	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	590c82aa-a286-5a39-ae1d-6a1752f26660		6d5c4dda-23d1-5765-add4-b6ad2bb5f094	
synonym	PAMMCP_USI	USI	PAMMCP	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	0eabf08f-1376-50ed-8bb8-a22cbe56eb6e		6d5c4dda-23d1-5765-add4-b6ad2bb5f094	
synonym	PAMTFZ_PCDC	PCDC	PAMTFZ	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	019ac01c-a3f9-5d89-88b7-0046a0d2cf6a		ae46280d-9364-501e-9a33-01e72c7b9693	
synonym	PAMTFZ_USI	USI	PAMTFZ	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	278810fa-87c4-5cc6-af49-7253af3de622		ae46280d-9364-501e-9a33-01e72c7b9693	
synonym	PAMXHW_USI	USI	PAMXHW	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	5342c468-ac04-5930-832d-ac8d6d9b4e25		c364a3d1-15e9-561a-bf19-7a95714bc4a3	
synonym	PANDIF_USI	USI	PANDIF	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	5528f87e-3fee-56da-bb95-982dac1a401a		d4443ad1-f929-5852-9e97-6fd3c967a9a9	
synonym	PANDJT_USI	USI	PANDJT	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	cec77a5d-8ae2-5dea-98de-55112e9a018f		d80d4425-1de8-57ad-8e96-634d2999a286	
synonym	PANGTG_USI	USI	PANGTG	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	884c37f6-f514-5006-84ff-7b7d0f125ad1		40e42944-f241-5226-811c-cb4d1ff7e887	
synonym	PANJCT_PCDC	PCDC	PANJCT	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	3acd377c-503c-5a1c-a710-f71f99c19e14		e6dfd6ce-c723-5e22-9cea-2546d7886921	
synonym	PANJCT_USI	USI	PANJCT	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	2be8fec4-c5c4-5031-a835-36f448275b63		e6dfd6ce-c723-5e22-9cea-2546d7886921	
synonym	PAYTZS_USI	USI	PAYTZS	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	9abcaf4d-b8ff-5487-a345-aabad071186b		e6dfd6ce-c723-5e22-9cea-2546d7886921	
synonym	PAPDKZ_USI	USI	PAPDKZ	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	bbf8cfca-e4ef-593e-b02f-822406f1210c		78eed197-cdf8-586d-afe8-abf24e84c0fd	
synonym	PAPGNB_USI	USI	PAPGNB	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	aaed88bc-9601-53e3-943e-3d1ab30a01c5		96fa9067-e3de-5e50-b70a-5fa46af87901	
synonym	PAPZEJ_PCDC	PCDC	PAPZEJ	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	100606a7-a572-5d90-9484-6fa21c7508fa		012aeb44-b170-519c-b68d-25b41a79a073	
synonym	PAPZEJ_USI	USI	PAPZEJ	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	56abab38-9dd3-53d9-8da0-0ae0fe352a19		012aeb44-b170-519c-b68d-25b41a79a073	
synonym	PARJZB_USI	USI	PARJZB	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	cbbb2bcb-274b-5b42-bd1d-dc322dcf68fc		6754c034-3929-510b-a970-d4932cf2fabe	
synonym	PASGIE_PCDC	PCDC	PASGIE	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	151e9d0e-fb82-5067-a4a5-fcc446370032		7a92ab5a-06d4-57c4-881f-439758dff078	
synonym	PASGIE_USI	USI	PASGIE	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	5985fae4-76f8-5f53-87f8-f50a90054e8a		7a92ab5a-06d4-57c4-881f-439758dff078	
synonym	PASIRG_USI	USI	PASIRG	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	e930301e-0e8e-5528-952b-af30212d16d4		cc199803-bb46-5115-a34c-a20ea72ef398	
synonym	PASLTT_USI	USI	PASLTT	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	2449c831-34da-53e9-bcf7-eecd0fbfe72d		63a6a217-512b-5933-8325-0af2720d47c8	
synonym	PASRNG_USI	USI	PASRNG	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	a73176af-bbf3-53cf-ab60-12afd18944f3		4087fed1-45aa-541f-a98e-88b9c21820c2	
synonym	PASVNT_USI	USI	PASVNT	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	4be5e0ce-3308-53a4-a2aa-dd1baea91666		d869e58a-dddc-5f5c-bda9-377c4eaff74b	
synonym	PASVUL_USI	USI	PASVUL	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	5b7711cf-d564-5909-8378-d9d4736af1ac		ab8dab7e-f6d0-5bbf-9f46-5f10b82b561e	
synonym	PASXSL_PCDC	PCDC	PASXSL	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	0be8c108-f084-54f3-a54b-fab1310edfc0		3ed17940-acee-5fbf-8a4f-97a35812be2a	
synonym	PASXSL_USI	USI	PASXSL	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	d89b41fe-ef99-5e57-82a6-de5996d38d9d		3ed17940-acee-5fbf-8a4f-97a35812be2a	
synonym	PASXVM_PCDC	PCDC	PASXVM	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	63ee5696-0c06-5435-b354-a6f2bfa467b1		2a836bc2-21a3-5d1c-83a5-50ea9b3a4301	
synonym	PASXVM_USI	USI	PASXVM	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	4f7a4268-bac9-5f3f-93f2-b33fda8d4d25		2a836bc2-21a3-5d1c-83a5-50ea9b3a4301	
synonym	PATCZY_USI	USI	PATCZY	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	3d2c2409-3331-5308-9fec-439c126bc20d		11e9b56e-7de4-5ab8-a8f9-1b8a27e7082c	
synonym	PATIUU_USI	USI	PATIUU	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	6e9b74e6-bdf4-53b9-b575-3f76928feef4		a2ecfa3a-29cd-5e26-85fb-5bff0e869701	
synonym	PAYWLP_USI	USI	PAYWLP	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	2e3d4b87-e25e-5a76-91e7-a576fd19357c		a2ecfa3a-29cd-5e26-85fb-5bff0e869701	
synonym	PATKMR_USI	USI	PATKMR	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	7a440ba4-c001-51a2-8f11-d4ce5bf3e209		bbc353c0-9ec0-511c-b5df-012ac5e38466	
synonym	1050364_dbgap_subject_id	dbgap_subject_id	1050364	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	52310516-38e0-564e-b00d-1d29ac9b8d0b		57ac3f07-9a87-5f19-a06d-3cbbf0eefbbb	
synonym	PATLGY_USI	USI	PATLGY	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	b61634f4-a5ac-56e3-b735-c07507ebf9f7		57ac3f07-9a87-5f19-a06d-3cbbf0eefbbb	
synonym	TARGET-40-PATLGY_phs000468	phs000468	TARGET-40-PATLGY	TARGET: Osteosarcoma (OS)	dataset	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000468	1470a5a6-e97a-5254-abd3-35c3c6fb2af5		57ac3f07-9a87-5f19-a06d-3cbbf0eefbbb	
synonym	TARGET-40-PATLGY_TARGET	TARGET	TARGET-40-PATLGY	Therapeutically Applicable Research to Generate Effective Treatments	study	https://www.cancer.gov/ccg/research/genome-sequencing/target	d4267097-0209-5ae2-987a-4e5c1a2b820f		57ac3f07-9a87-5f19-a06d-3cbbf0eefbbb	
synonym	PATMRM_PCDC	PCDC	PATMRM	Pediatric Cancer Data Commons	organizational_identifier	https://commons.cri.uchicago.edu/pcdc/	8314e795-5c4b-56bb-bdff-efb21db05589		0f9483d9-fdc2-538f-9d81-813e62cf4da8	
synonym	PATMRM_USI	USI	PATMRM	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	34632087-5a8d-5480-bfff-a276ac5ed13a		0f9483d9-fdc2-538f-9d81-813e62cf4da8	
synonym	PATMWG_USI	USI	PATMWG	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	eae21a80-884f-5e74-9faf-d3f68c13fa73		7f2cf83b-0711-5bc6-9aac-e57547467540	
synonym	PATSAF_USI	USI	PATSAF	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	27937646-8b67-5c8c-9daa-ee2fee52aa91		e5e73ecb-0e5e-5678-8eb5-a5b7db0437a2	
synonym	PATUJF_USI	USI	PATUJF	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	e1554a46-49de-5541-9082-0fbf6a1f1661		f82ffb3f-ae6e-5f33-a8b4-70a3cd5ad9ef	
synonym	PBASTU_USI	USI	PBASTU	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	bc0473c6-6551-5a23-ae3d-5c9988ee7323		f82ffb3f-ae6e-5f33-a8b4-70a3cd5ad9ef	
synonym	PATURH_USI	USI	PATURH	COG USI	organizational_identifier	https://www.childrensoncologygroup.org/	a4dc9d51-100a-522a-9a59-b165a5dbde30		2ebc67c4-6ed1-5647-8ad2-4b12f8e6e824	
