type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	SAMN33407197_BioSample	BioSample	SAMN33407197				69ea476d-46ae-575e-8f3a-a2a5f0009b6f			df2c09f1-6e9a-5d30-85fb-3f7cf78ee326
synonym	4399509_dbGaP	dbGaP	4399509				9da54098-1e16-51b6-8bcc-fb38e82281e2		1186548b-2b87-57c9-9827-9907194bddf7	
synonym	SAMN33407513_BioSample	BioSample	SAMN33407513				0abb8d80-bf1a-5af6-bfdc-17f271049743			477e0f56-59b5-55e0-bd5a-c14d4fc28138
synonym	4399439_dbGaP	dbGaP	4399439				55c83c5e-6c02-598c-8814-733c8c3b90c1		420b1471-6800-5367-8cce-72ea0350bc5d	
synonym	4399537_dbGaP	dbGaP	4399537				c2440d8c-7c15-550f-999f-1d529b2ac032		93169f23-83e4-5cbe-9d18-7a6e738e06fc	
synonym	4399492_dbGaP	dbGaP	4399492				c0981740-f361-5d0c-9119-e9d3340a4602		44ab6c4a-6c41-52a5-b861-85a1f9dd0cef	
synonym	SAMN33407226_BioSample	BioSample	SAMN33407226				230a719c-6a2e-50d0-8612-20d6f4ad7f9c			c74321df-0f2c-5ab2-a248-985dc1ee46b1
synonym	4399623_dbGaP	dbGaP	4399623				77a781c9-3053-5c54-8192-261abc24cafe		55811152-f33d-5bf2-9502-601fc8f36382	
synonym	SAMN33407471_BioSample	BioSample	SAMN33407471				b65c3834-0bcf-5836-8005-d77650eb5e90			e69d3b61-f1dd-5fe9-8885-c34a49b8b431
synonym	SAMN33407404_BioSample	BioSample	SAMN33407404				ae4b2109-073e-57f7-a111-ee2009162844			79b5e67d-70d2-563a-9bd1-91e416381ee0
synonym	4399576_dbGaP	dbGaP	4399576				cd30f186-89ee-5c51-a621-8a2011169bea		9e456d6a-2d28-5077-ad5f-f041fa2683ee	
synonym	4399527_dbGaP	dbGaP	4399527				05972774-728d-5d42-a851-4d0a1f9704f8		79aaf760-17ed-52cf-91bd-0c1398cd1725	
synonym	4399598_dbGaP	dbGaP	4399598				db59a7c5-67ce-5a98-b538-98eb05e4a874		ea47bba7-9900-5fb9-b92d-9affce395b66	
synonym	4399593_dbGaP	dbGaP	4399593				28327ada-4215-544a-84a9-9cc3f516a8b4		cb4c6901-1352-536f-810c-285978a7f11e	
synonym	SAMN33407385_BioSample	BioSample	SAMN33407385				cb0800d4-b15d-501d-8da4-41a24912c4b1			61cc6d86-5c1c-5b5a-ba27-f04a1c760909
