file_id	file_name	file_type	file_size	md5sum	file_url_in_cds	experimental_strategy_and_data_subtypes	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id
dg.4DFC/7c9a9580-c78e-11ee-862a-3b960695c021	10960X1_HCI-001_PDXtumor_P3_file1.txt.gz	FASTQ	10449668444	eb7342d2478b351cec8b04bae9b0cf54	s3://cds-258-phs002479/10960X1_HCI-001_PDXtumor_P3_file1.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI001_pdx_P3_XXX_WXS_10960X1_DNA	phs002479	phs002479_Y0ACP5
dg.4DFC/7c9ab8f8-c78e-11ee-a217-37e25e04e1e1	10960X1_HCI-001_PDXtumor_P3_file2.txt.gz	FASTQ	10891179800	efe60f53c147ff19f7814e136f5584da	s3://cds-258-phs002479/10960X1_HCI-001_PDXtumor_P3_file2.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI001_pdx_P3_XXX_WXS_10960X1_DNA	phs002479	phs002479_Y0ACP5
dg.4DFC/7c9adca2-c78e-11ee-b894-3b91a1d0d7d9	10960X2_HCI-001_PDXtumor_P7_file1.txt.gz	FASTQ	9198955783	c84198adebd32e791a57e4c880da883b	s3://cds-258-phs002479/10960X2_HCI-001_PDXtumor_P7_file1.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI001_pdx_P7_XXX_WXS_10960X2_DNA	phs002479	phs002479_Y0ACP5
dg.4DFC/7c9b0470-c78e-11ee-88e7-e3bd39244420	10960X2_HCI-001_PDXtumor_P7_file2.txt.gz	FASTQ	9591210283	d66e49b5fb603de8ac6abfcc6328fe10	s3://cds-258-phs002479/10960X2_HCI-001_PDXtumor_P7_file2.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI001_pdx_P7_XXX_WXS_10960X2_DNA	phs002479	phs002479_Y0ACP5
dg.4DFC/7c9c14aa-c78e-11ee-965b-ab5d63a9bc4f	10960X3_HCI-002_PDXtumor_P3_file1.txt.gz	FASTQ	8922724236	dcb9ee821d267537a60e790169d47e0a	s3://cds-258-phs002479/10960X3_HCI-002_PDXtumor_P3_file1.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI002_pdx_P3_XXX_WXS_10960X3_DNA	phs002479	phs002479_0RR2HE
dg.4DFC/7c9c3cdc-c78e-11ee-a85d-632514681b2c	10960X3_HCI-002_PDXtumor_P3_file2.txt.gz	FASTQ	9241299406	560db15bfffbc330745f29bf9135a2af	s3://cds-258-phs002479/10960X3_HCI-002_PDXtumor_P3_file2.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI002_pdx_P3_XXX_WXS_10960X3_DNA	phs002479	phs002479_0RR2HE
dg.4DFC/7c9d9b90-c78e-11ee-bb37-174ca43d15fb	10960X5_HCI-003_PDXtumor_P3_file1.txt.gz	FASTQ	8947394446	7f794811df3c99b2134a85916b75aaf4	s3://cds-258-phs002479/10960X5_HCI-003_PDXtumor_P3_file1.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI003_pdx_P3_XXX_WXS_10960X5_DNA	phs002479	phs002479_3BW6YS
dg.4DFC/7c9dc016-c78e-11ee-aa23-1bd6e61fe032	10960X5_HCI-003_PDXtumor_P3_file2.txt.gz	FASTQ	9292054136	90c6685661601796a7af1c2aac70a172	s3://cds-258-phs002479/10960X5_HCI-003_PDXtumor_P3_file2.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI003_pdx_P3_XXX_WXS_10960X5_DNA	phs002479	phs002479_3BW6YS
dg.4DFC/7c9ed654-c78e-11ee-9133-b34e492873a7	10960X7_HCI-004_PDXtumor_P3_file1.txt.gz	FASTQ	8146395626	7c6f091953385ea1ca7b2a91399fdec3	s3://cds-258-phs002479/10960X7_HCI-004_PDXtumor_P3_file1.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI004_pdx_P3_XXX_WXS_10960X7_DNA	phs002479	phs002479_N12K3Y
dg.4DFC/7c9efe2c-c78e-11ee-925d-37f6477caa8c	10960X7_HCI-004_PDXtumor_P3_file2.txt.gz	FASTQ	8255973230	53c83bfac311e0c096ea6a1863e49184	s3://cds-258-phs002479/10960X7_HCI-004_PDXtumor_P3_file2.txt.gz	RNA-Seq|WXS	phs002479.v1.p1	file	HCI004_pdx_P3_XXX_WXS_10960X7_DNA	phs002479	phs002479_N12K3Y
